route_id,agency_id,route_short_name,route_long_name,route_type,route_url
"8249","KMB","98P","尖沙咀東 - 坑口(北)","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=98P&lang=zh-hk"
"8256","NWFB","4X","上環 - 華富(南)(途經林士街天橋)","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=4X&dsmode=1&l=0"
"8257","NWFB","4X","華富(南) - 中環","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=4X&dsmode=1&l=0"
"8258","CTB","70","華貴 - 中環(交易廣場)","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=70&dsmode=1&l=0"
"8259","CTB","70","香港仔 - 中環(交易廣場)","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=70&dsmode=1&l=0"
"8261","KMB","286X","顯徑 - 深水埗(循環線)","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=286X&lang=zh-hk"
"8262","KMB","286P","美松苑 - 長沙灣","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=286P&lang=zh-hk"
"8271","CTB","7","石排灣邨公共運輸交匯處 - 中環(中環渡輪碼頭)","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=7&dsmode=1&l=0"
"8272","NWFB","9","大浪灣 - 筲箕灣(泳季班次)","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=9&dsmode=1&l=0"
"8273","KMB","978A","粉嶺(聯和墟) - 灣仔(北)","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=978A&lang=zh-hk"
"8274","KMB","978B","粉嶺(置福圍) - 灣仔(北)","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=978B&lang=zh-hk"
"8276","NWFB","682A","柴灣(東) - 泥涌","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=682A&dsmode=1&l=0"
"8277","NWFB","796P","尖沙咀(東) - 日出康城","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=796P&dsmode=1&l=0"
"8285","CTB","A29P","將軍澳站 - 機場(地面運輸中心)","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=A29P&dsmode=1&l=0"
"8286","CTB","A29P","日出康城 - 機場(地面運輸中心)(經國泰城)","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=A29P&dsmode=1&l=0"
"8287","CTB","E22C","調景嶺站 - 飛機維修區","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=E22C&dsmode=1&l=0"
"8288","KMB","83A","水泉澳 - 觀塘碼頭","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=83A&lang=zh-hk"
"8290","NLB","37H","北大嶼山醫院 - 迎東邨","3","http://www.newlantaobus.com/route/"
"8291","KMB","934A","荃威花園 - 灣仔(菲林明道)","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=934A&lang=zh-hk"
"8298","CTB","97A","鴨脷洲(鴨脷洲大街) - 深灣(循環線)","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=97A&dsmode=1&l=0"
"8299","NWFB","798A","康盛花園 - 沙田市中心","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=798A&dsmode=1&l=0"
"8300","NWFB","798B","日出康城 - 沙田站","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=798B&dsmode=1&l=0"
"8302","LWB","NA33","港珠澳大橋香港口岸 - 富泰邨總站","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=NA33&lang=zh-hk"
"8303","LWB","NA34","港珠澳大橋香港口岸 - 天水圍市中心總站","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=NA34&lang=zh-hk"
"8304","LWB","N30P","紅橋 - 東涌站","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=N30P&lang=zh-hk"
"8310","CTB","85A","筲箕灣 - 寶馬山","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=85A&dsmode=1&l=0"
"8311","KMB","259X","龍門居 - 觀塘碼頭","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=259X&lang=zh-hk"
"8312","KMB","16X","藍田(廣田邨) - 旺角(柏景灣)","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=16X&lang=zh-hk"
"8313","KMB","N36","荃灣站 - 梨木樹(循環線)","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=N36&lang=zh-hk"
"8314","KMB","N39","荃灣站 - 荃威花園(循環線)","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=N39&lang=zh-hk"
"8316","KMB","603","中環(林士街) - 平田","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=603&lang=zh-hk"
"8224","KMB","74D","九龍坑 - 觀塘碼頭","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=74D&lang=zh-hk"
"8225","KMB","74P","觀塘碼頭 - 大埔中心總站","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=74P&lang=zh-hk"
"8226","KMB","72C","大美督 - 大埔墟站","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=72C&lang=zh-hk"
"8227","KMB","272X","大埔中心 - 旺角(經青沙)","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=272X&lang=zh-hk"
"8228","KMB+NWFB","101X","觀塘(裕民坊) - 堅尼地城","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=101X&lang=zh-hk|http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=101X&dsmode=1&l=0"
"8239","XB","油尖 - 皇崗 (日間)","油尖 - 皇崗","3","http://www.td.gov.hk/tc/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/yau_tsim_route/index.html"
"8240","KMB","87D","錦英苑 - 紅磡站(不經馬鞍山市中心)","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=87D&lang=zh-hk"
"8241","KMB","87D","錦英苑 - 紅磡站(不經馬鞍山市中心及亞公角街)","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=87D&lang=zh-hk"
"8242","KMB","87D","馬鞍山市中心 - 紅磡站","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=87D&lang=zh-hk"
"8243","KMB","35X","安蔭 - 尖沙咀東","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=35X&lang=zh-hk"
"8250","XB","旺角 - 皇崗 (夜間)","旺角 - 皇崗","3","http://www.td.gov.hk/tc/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/mong_kok_route/index.html"
"8251","KMB","288","水泉澳 - 沙田市中心(循環線)","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=288&lang=zh-hk"
"8252","CTB","1P","跑馬地 (黃泥涌道) - 中環 (中環街市)","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=1P&dsmode=1&l=0"
"8253","CTB","1P","中環(德輔道中恒生銀行總行外) - 跑馬地 (上)","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=1P&dsmode=1&l=0"
"8254","NWFB","4","田灣 - 中環","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=4&dsmode=1&l=0"
"8264","KMB","36X","梨木樹 - 西九龍站","3","http://search.kmb.hk/KMBWebSite/?action=routesearch&route=36X&lang=zh-hk"
"8266","CTB","930X","銅鑼灣 (摩頓臺) - 荃灣(愉景新城)","3","http://mobile.nwstbus.com.hk/nwp3/?f=1&ds=930X&dsmode=1&l=0"
